#,Name,G,PA,AB,R,H,B,1B,2B,3B,HR,RBI,AVG,BB,SO,HBP,SB,CS,SCB,SF,SAC,OBP,SLG,ROE,FC,GDP,GTP,OPS,OPS+,wOBA?,wRC+?,team

